Estimate,Est.Error,Q2.5,Q97.5
0.68199852736924,0.21459333363785632,0.25465040385900806,1.097439077290455
0.004530600786678274,0.0012432729802651665,0.0021694518383388903,0.007071922431400163
-0.013394821069934868,0.005532824502984677,-0.02446283088998981,-0.002584087135093642
-0.03791739306767191,0.009848773834903886,-0.05759964136908864,-0.018776578828103407
-0.10232670879905954,0.14140441063997194,-0.38686289050693046,0.17605407972163686
0.14906842103039886,0.04331051714817057,0.06733034604036965,0.2368827954418379
0.008540787190809493,0.00442351210259271,-1.2582796756476172e-4,0.01724692043385121
-0.0016969279689563917,0.021091486635924913,-0.044628055353331614,0.03820624437764523
3.814842766838733e-4,4.199469415148586e-4,-4.221051726522038e-4,0.0012397451130645811
-5.88742804592067e-4,0.003733468816382048,-0.00790631965170863,0.006857218606318718
0.025229678293945904,0.018459242739061098,-0.011840545386763287,0.05966729825715024
-0.052874797263779895,0.042881196656230525,-0.13884495784822642,0.029280215532408744
0.06326774273330374,0.06995565460530945,-0.07551616082664199,0.20201722586027862
