Estimate,Est.Error,Q2.5,Q97.5
0.6302720901796403,0.24218607171344875,0.147955357686258,1.096887449799719
0.005275215881548627,0.0013845247496334994,0.0026262673447649976,0.00805855469916308
-0.015352956277741586,0.005645132383968259,-0.026969070357340703,-0.004553598667580595
-0.040165443612012436,0.010395471475251371,-0.06104197205589853,-0.019973702806243724
-0.12786666533988317,0.1479943242455672,-0.4278618682120372,0.15833626437494236
0.20294041562800516,0.044177812777973016,0.11866166630187179,0.29358615764135765
0.009800263827803135,0.004876232435956,2.1864472269401413e-4,0.01922839652951821
0.004050833586170197,0.022692978840626866,-0.042505236932379134,0.047295618921010675
4.5898484150947095e-4,4.4942344340349015e-4,-4.049838495811138e-4,0.0013776527107828892
8.899313465951866e-4,0.004255490239387745,-0.007269626385632713,0.0096075643485729
0.025264159189821764,0.01872529373922435,-0.011628890454309383,0.061745326215577774
-0.06830628157022357,0.04471751936167679,-0.1584546780813487,0.01683826573479252
0.052361776783546546,0.08159585549440036,-0.11219204980240907,0.21496837537040353
