Estimate,Est.Error,Q2.5,Q97.5
0.6749273157460935,0.23886091957443728,0.18671034295702987,1.136199474271282
0.005112656181120885,0.0013678542034439441,0.0025227566841651374,0.007884588344935745
-0.015602073298587784,0.0056454250944188164,-0.02681658456523607,-0.005059465145035976
-0.039382890540544606,0.009757520607873965,-0.059149075159148794,-0.020709032724465223
-0.13347568231136198,0.14147933225067308,-0.41898006466878895,0.14161389291492338
0.2199733633463235,0.041726947616768206,0.1435406133852335,0.3061284809767318
0.011797568139357192,0.004791652359145246,0.0022702896662038343,0.021135186205141425
0.004520293816468905,0.023061222269947612,-0.04232166930489709,0.04759551469432944
5.14735938677592e-4,4.5179909097465263e-4,-3.521821480037395e-4,0.0014268059643965088
-1.5572167024137604e-4,0.004067656677549825,-0.007973785114486952,0.008099844259246449
0.024824709462431267,0.016900896040838033,-0.009327284776731452,0.0576751470015502
-0.06522520553600195,0.044112579143301314,-0.15546570613518065,0.017788396027008147
0.042343987560165226,0.08278991073321573,-0.12286827480099762,0.20327522568419468
