Estimate,Est.Error,Q2.5,Q97.5
0.6880643623286098,0.20156046472324196,0.2901005634698784,1.0838096580125016
0.00414743117804909,0.0011811854209625356,0.001896302511687392,0.0065355612434289355
-0.011960580011473293,0.005424735119126388,-0.022943921267465462,-0.0013550851294111075
-0.035942143846147516,0.009467735492753098,-0.05515175692427796,-0.01784537020515985
-0.10788246105880431,0.1366120267132536,-0.38110489434244976,0.15706041103286314
0.13275372766562207,0.042402691244988445,0.052689318941516905,0.21963485940264374
0.008620587305021653,0.004155506128861767,6.151793971502811e-4,0.01679379030878238
-0.008060387053902237,0.020419930165821255,-0.0493286009758464,0.03119803533400042
2.8386659966113983e-4,3.967274646886505e-4,-4.713436556880643e-4,0.0010799317101033276
-0.001401796353692307,0.0034451192524530203,-0.007910702176146993,0.005425545296823581
0.024433736028434506,0.017971337577501634,-0.011699579327450832,0.058715557167551745
-0.03652422169347839,0.04072073523297193,-0.11826411695493856,0.04195812088689489
0.06092369229022427,0.06424198457173592,-0.06901560315874734,0.18528964457517494
