Estimate,Est.Error,Q2.5,Q97.5
0.6613249374091529,0.1836176878574864,0.2991609614246015,1.0209553537501448
0.003868455323262413,0.0011149816426564456,0.0017050771696545523,0.006067957727204796
-0.01042443297856205,0.005241488267955787,-0.02101535497867041,-5.170948272217201e-4
-0.03187794082367247,0.00907386960501884,-0.05019469925556238,-0.014544463396060428
-0.12309453556236116,0.13135254366492163,-0.3803742086150425,0.13380585839014023
0.12137477727814479,0.041126197623914944,0.0419647321497327,0.2042714395219025
0.008801373482867633,0.0038309314897788252,0.0015334048043029742,0.016466972921850166
-0.01568114704549789,0.01950965771020755,-0.05509524266434216,0.022136437027987142
1.2562505692095192e-4,3.67507400079653e-4,-5.741584642321436e-4,8.655682775808498e-4
-0.002205328969595031,0.0032656241066337235,-0.00859587442487262,0.0042511969101621
0.023038487202543062,0.01780821513766486,-0.01339993539626354,0.05709704507558813
-0.012495447336885998,0.03905341523862895,-0.09038410532227292,0.06158753091400059
0.04966734052182892,0.05828147879290871,-0.06445775502854158,0.16408758955312905
