Estimate,Est.Error,Q2.5,Q97.5
0.6511945494782266,0.23180413551540918,0.19405039191770534,1.102869980029946
0.004904571935374161,0.0013087670412671463,0.0024339297204696926,0.007552396109678511
-0.014281933574807979,0.0056847769033868565,-0.025545131808562497,-0.0030412055808393392
-0.03904562265376512,0.010168292272462558,-0.059481395727378525,-0.019563330738896965
-0.10099402719282553,0.14527070338463505,-0.3901402039934455,0.1790053279748798
0.16723049218839478,0.04471107976961513,0.08366755689186804,0.2577725152299043
0.008582775992389359,0.004670224766039158,-4.50380591862397e-4,0.017894845239385865
5.368837886027575e-4,0.022120692140508737,-0.045121776851316,0.04282240810717989
4.224981400683038e-4,4.432287249493467e-4,-4.344064363644541e-4,0.0013191471419669112
4.226730676041396e-4,0.003988436196068944,-0.00734351151197916,0.008401985450758282
0.026120197874641832,0.019136851443526903,-0.012380453634079368,0.06257613030773548
-0.06423689788076975,0.04425250539747606,-0.15314106244942516,0.023431634987358466
0.06042128641395449,0.07507785797683283,-0.0917728981495538,0.20754754387388216
