Estimate,Est.Error,Q2.5,Q97.5
0.654326848637312,0.2447339959498207,0.16981019476332032,1.1285261658987722
0.005227816446342833,0.001400299247365996,0.0025620103320858267,0.008102514739025462
-0.015456572136702136,0.0057187202027271485,-0.02688070695846328,-0.0045250138409198126
-0.03998812091229773,0.010222756647897022,-0.0607004710817396,-0.020373968882091323
-0.13576172880346013,0.14524904711726352,-0.423850003123593,0.14452095503754
0.21494507304178168,0.0436933739181534,0.13458761398614025,0.3052858266545338
0.01104182890793017,0.004854042383523916,0.001508594780071551,0.020427352331112654
0.003625203968255929,0.023286678399782365,-0.04478085423728838,0.04797920785115441
4.974266369775985e-4,4.569790502524389e-4,-3.8974265959369986e-4,0.0014235557563999383
2.5120658428456205e-4,0.004176116213628642,-0.00774525302253955,0.00872903993031923
0.024123917080000168,0.017827852884305953,-0.012152447762868186,0.05874159453188625
-0.06589342310682432,0.045063432044913934,-0.15653817547406057,0.020753971531440072
0.0457583580070482,0.08472075175855562,-0.121627442758244,0.21144537024287355
